timestamp,filter_name,location,filter_class,filter_age_days,load_factor,pressure_drop_pa,efficiency,inlet_pm25,outlet_pm25,inlet_pm10,outlet_pm10,replacement_needed,hour
2022-12-12 09:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,6.08,0.2651903641124905,55.3,0.92,49.0,3.9,78.5,6.3,0,9
2022-10-15 12:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,33.92,0.5867188487379451,72.6,0.857,62.6,9.0,110.6,15.9,0,12
2022-12-16 16:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,11.75,0.3789706362196307,55.4,0.887,69.2,7.8,93.0,10.5,0,16
2021-07-06 00:00:00,AHU_Filter_Office,Office HVAC,HEPA,3.58,0.2,77.6,0.987,40.1,1.0,69.3,2.0,0,0
2021-02-24 09:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,15.17,0.2968995122390764,62.3,0.91,75.1,6.7,82.4,7.4,0,9
2021-08-13 05:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,15.92,0.2834272581689692,110.4,0.968,67.4,2.2,85.2,2.7,0,5
2023-02-14 23:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,0.58,0.3233686744877634,10.1,0.879,41.4,5.0,70.1,8.5,0,23
2021-08-16 10:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,16.67,0.2247402477590551,128.4,0.974,56.6,1.5,104.4,2.7,0,10
2022-08-09 10:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,8.33,0.4422140669761027,44.5,0.863,54.7,7.5,68.3,9.4,0,10
2021-06-29 07:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,39.92,0.5208936680118643,105.9,0.886,72.9,8.3,80.1,9.2,0,7
2022-05-17 01:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,34.92,0.6237156393673897,147.6,0.95,57.7,2.9,112.8,5.6,0,1
2022-04-21 19:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,30.29,0.3734804351558562,143.8,0.955,80.7,3.7,102.7,4.7,0,19
2022-05-31 17:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,5.29,0.260494321833172,28.0,0.897,47.2,4.9,79.9,8.3,0,17
2021-11-06 12:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,30.96,0.5254963622717109,66.9,0.856,58.9,8.5,113.7,16.3,0,12
2022-04-08 15:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,28.71,0.4617384178330511,63.3,0.863,66.3,9.1,87.4,12.0,0,15
2021-12-28 11:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,9.58,0.2,26.2,0.86,73.4,10.3,64.3,9.0,0,11
2021-11-17 16:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,0.83,0.2614958208546361,19.5,0.878,53.2,6.5,83.1,10.1,0,16
2022-04-07 12:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,28.29,0.3139341579149989,73.3,0.894,73.6,7.8,90.3,9.6,0,12
2022-06-18 01:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,8.33,0.282819835740325,42.9,0.893,53.7,5.7,76.6,8.2,0,1
2022-03-16 01:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,23.5,0.3036323267669452,49.8,0.867,70.4,9.4,107.0,14.2,0,1
2022-12-03 04:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,9.13,0.2929890252961721,26.0,0.889,56.8,6.3,83.0,9.2,0,4
2022-01-29 06:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,14.42,0.2425376234096769,114.1,0.969,71.1,2.2,84.9,2.6,0,6
2021-03-16 19:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,21.5,0.2758381874292595,122.3,0.964,52.0,1.9,84.8,3.1,0,19
2022-02-11 11:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,16.96,0.4693580092106463,65.3,0.879,50.2,6.1,87.3,10.5,0,11
2023-05-13 20:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,0.5,0.2,77.9,0.986,38.4,1.0,67.4,2.0,0,20
2023-04-02 13:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,28.71,0.5917865804888809,152.3,0.956,63.6,2.8,74.7,3.3,0,13
2021-02-14 01:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,15.67,0.4292337957359818,100.6,0.971,66.0,1.9,69.8,2.0,0,1
2021-03-23 20:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,20.5,0.2476335428759942,62.8,0.909,66.4,6.1,99.4,9.1,0,20
2021-04-20 13:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,6.67,0.428272985233838,28.7,0.865,55.8,7.5,84.1,11.3,0,13
2023-04-03 21:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,29.13,0.5243064546725926,129.0,0.953,63.0,2.9,111.8,5.2,0,21
2022-06-23 10:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,42.79,0.5626683192892887,108.8,0.886,54.1,6.1,101.7,11.5,0,10
2021-07-20 16:00:00,AHU_Filter_Office,Office HVAC,HEPA,6.63,0.4442003946950973,94.9,0.985,58.1,1.0,76.5,2.0,0,16
2022-05-11 15:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,4.25,0.2,19.7,0.874,65.5,8.3,91.7,11.6,0,15
2022-10-13 10:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,29.96,0.3702088802848577,143.9,0.953,52.1,2.4,92.0,4.3,0,10
2021-11-04 01:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,31.58,0.3415562933974249,148.2,0.951,61.5,3.0,114.6,5.6,0,1
2023-03-16 18:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,25.17,0.4155035996591406,86.9,0.9,57.4,5.7,101.5,10.1,0,18
2022-04-17 03:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,30.38,0.4491693460130792,81.1,0.9,69.0,6.9,103.9,10.4,0,3
2023-01-31 11:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,20.88,0.3472124080546446,61.6,0.869,78.1,10.2,75.8,9.9,0,11
2022-06-05 07:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,39.37,0.6499960308183648,94.7,0.888,56.6,6.3,86.6,9.7,0,7
2023-01-25 17:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,14.92,0.2598206919209111,57.8,0.911,65.6,5.8,98.8,8.8,0,17
2023-02-15 04:00:00,AHU_Filter_Office,Office HVAC,HEPA,15.25,0.3952658496189145,98.8,0.969,48.8,1.5,62.3,2.0,0,4
2021-12-21 13:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,8.33,0.4506980712623387,44.0,0.871,42.7,5.5,83.1,10.7,0,13
2021-11-09 09:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,15.5,0.4495917219541336,44.3,0.851,56.2,8.4,66.6,9.9,0,9
2022-07-03 08:00:00,AHU_Filter_Office,Office HVAC,HEPA,5.71,0.3644910409580997,90.1,0.982,66.0,1.2,66.0,2.0,0,8
2021-12-26 23:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,9.29,0.2419400068988655,37.8,0.864,47.0,6.4,59.6,8.1,0,23
2023-06-29 06:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,9.87,0.326632374157989,91.6,0.981,60.0,1.2,64.4,2.0,0,6
2021-04-16 23:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,25.63,0.4960988837677341,66.2,0.902,78.2,7.6,67.9,6.6,0,23
2023-01-20 21:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,18.92,0.3837742656190973,57.9,0.872,65.1,8.4,66.1,8.5,0,21
2021-06-11 20:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,4.25,0.3960250427914559,97.1,0.985,63.5,1.0,54.7,2.0,0,20
2023-02-18 04:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,1.63,0.3016445555460743,24.2,0.877,59.9,7.4,70.6,8.7,0,4
2021-04-05 19:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,25.54,0.5683145909411855,123.4,0.96,59.7,2.4,93.3,3.7,0,19
2022-08-26 10:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,23.17,0.5227601400590143,64.9,0.872,71.9,9.2,87.9,11.3,0,10
2022-02-14 23:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,17.75,0.3414036426460175,74.6,0.911,45.6,4.1,94.1,8.4,0,23
2021-01-18 12:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,10.37,0.2680261314684786,113.2,0.978,69.1,1.5,101.5,2.2,0,12
2021-01-12 20:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,6.75,0.3845101970899897,64.1,0.924,56.1,4.3,61.9,4.7,0,20
2021-02-11 14:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,12.62,0.4634719754389712,51.6,0.911,69.4,6.2,62.2,5.5,0,14
2022-01-15 02:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,11.83,0.4591713358703648,63.6,0.915,64.7,5.5,77.6,6.6,0,2
2021-05-13 13:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,28.25,0.3518949431790956,63.4,0.864,64.8,8.8,91.2,12.4,0,13
2021-07-29 04:00:00,AHU_Filter_Office,Office HVAC,HEPA,8.17,0.4362773008100916,98.1,0.981,69.8,1.3,74.1,2.0,0,4
2023-05-03 22:00:00,AHU_Filter_Office,Office HVAC,HEPA,31.13,0.3845937909538153,135.0,0.949,77.7,4.0,81.0,4.1,0,22
2021-12-09 06:00:00,AHU_Filter_Office,Office HVAC,HEPA,0.67,0.2,71.6,0.993,62.3,1.0,77.4,2.0,0,6
2022-05-05 15:00:00,AHU_Filter_Office,Office HVAC,HEPA,28.58,0.530074654150863,148.2,0.952,55.2,2.7,80.0,3.9,0,15
2021-06-09 18:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,3.83,0.4068423660237411,92.2,0.983,71.8,1.2,83.3,2.0,0,18
2023-04-15 07:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,12.54,0.4520299378969215,31.1,0.861,75.6,10.5,83.2,11.5,0,7
2023-03-01 01:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,22.21,0.5063471630632578,75.6,0.906,52.8,5.0,94.5,8.9,0,1
2021-07-18 16:00:00,AHU_Filter_Office,Office HVAC,HEPA,6.21,0.2,100.1,0.98,46.7,1.0,68.9,2.0,0,16
2021-08-25 21:00:00,AHU_Filter_Office,Office HVAC,HEPA,14.08,0.2586916193679396,116.4,0.971,49.4,1.4,61.0,2.0,0,21
2021-05-16 05:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,29.04,0.4394941480635291,69.3,0.859,51.0,7.2,92.6,13.1,0,5
2021-06-28 09:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,4.12,0.3197664136928522,10.0,0.873,57.3,7.3,86.3,10.9,0,9
2022-08-13 06:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,9.42,0.3118138547602587,41.8,0.869,51.3,6.7,84.7,11.1,0,6
2021-07-08 21:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,7.04,0.2277161916061564,42.9,0.894,66.4,7.0,64.6,6.9,0,21
2023-06-15 12:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,13.54,0.2011901145838688,54.4,0.88,48.4,5.8,81.7,9.8,0,12
2021-12-12 12:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,4.0,0.2403123017086806,38.5,0.898,59.0,6.0,84.9,8.7,0,12
2021-10-16 08:00:00,AHU_Filter_Office,Office HVAC,HEPA,24.29,0.3578604499722481,120.0,0.961,70.6,2.8,97.8,3.8,0,8
2022-06-22 18:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,42.5,0.5870930168468536,94.7,0.885,58.4,6.7,109.3,12.6,0,18
2022-04-13 14:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,28.5,0.3721607549151717,126.1,0.951,53.0,2.6,88.5,4.3,0,14
2022-01-11 12:00:00,AHU_Filter_Office,Office HVAC,HEPA,7.29,0.3778928953979154,96.6,0.977,65.1,1.5,59.8,2.0,0,12
2022-02-25 00:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,19.71,0.4549782534380858,81.9,0.912,45.6,4.0,91.5,8.1,0,0
2022-07-02 22:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,0.08,0.2,10.0,0.878,60.7,7.4,69.7,8.5,0,22
2022-12-27 03:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,9.83,0.3681868950437753,102.9,0.973,51.1,1.4,87.9,2.4,0,3
2022-09-13 23:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,26.96,0.5676495680070903,73.2,0.861,50.8,7.1,111.2,15.5,0,23
2022-06-20 23:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,6.42,0.3494362376215153,100.4,0.983,68.8,1.2,88.2,2.0,0,23
2021-01-07 16:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,1.29,0.235736847279598,10.0,0.882,59.8,7.1,81.6,9.6,0,16
2021-08-15 02:00:00,AHU_Filter_Office,Office HVAC,HEPA,11.46,0.2506859791399067,107.4,0.976,41.4,1.0,63.8,2.0,0,2
2022-03-13 06:00:00,AHU_Filter_Office,Office HVAC,HEPA,18.92,0.2506259973290469,114.9,0.966,57.9,2.0,92.9,3.2,0,6
2023-03-11 11:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,24.08,0.3609986614273607,85.7,0.899,49.7,5.0,90.5,9.1,0,11
2022-09-21 22:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,2.08,0.2793178494893835,10.2,0.877,57.1,7.0,70.6,8.7,0,22
2022-10-01 20:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,27.54,0.3020686673878532,150.6,0.958,73.4,3.1,79.1,3.3,0,20
2021-01-29 10:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,9.75,0.2395617409111678,43.0,0.923,74.0,5.7,62.9,4.9,0,10
2021-01-05 15:00:00,AHU_Filter_Office,Office HVAC,HEPA,3.87,0.3313951329075117,98.8,0.985,40.0,1.0,76.9,2.0,0,15
2021-08-24 12:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,18.67,0.2719374038006745,107.1,0.971,67.3,2.0,105.6,3.1,0,12
2023-06-02 08:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,7.54,0.3114114359072619,26.2,0.866,50.0,6.7,62.5,8.4,0,8
2023-05-29 03:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,39.96,0.5753105462474192,90.0,0.884,69.7,8.1,97.7,11.3,0,3
2021-01-07 06:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,8.38,0.4116154704114437,108.8,0.979,58.5,1.3,67.3,2.0,0,6
2022-01-10 09:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,10.04,0.43136546033802,92.3,0.973,48.7,1.3,94.2,2.5,0,9
2022-07-02 04:00:00,AHU_Filter_Office,Office HVAC,HEPA,5.5,0.2325610605399357,107.2,0.978,48.0,1.0,97.7,2.1,0,4
2021-11-27 16:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,2.79,0.2,55.1,0.924,56.1,4.3,84.4,6.4,0,16
2021-05-23 03:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,12.71,0.2787554331572721,45.9,0.856,49.0,7.1,61.8,8.9,0,3
2023-01-12 06:00:00,AHU_Filter_Office,Office HVAC,HEPA,9.25,0.3266426436867761,88.7,0.978,61.6,1.4,88.2,2.0,0,6
2023-03-02 07:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,3.92,0.2720253053707151,31.6,0.876,64.6,8.0,73.5,9.1,0,7
2021-06-15 17:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,1.75,0.2312238795431525,21.8,0.88,63.6,7.6,83.7,10.0,0,17
2021-11-30 21:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,1.88,0.23950932459349,72.6,0.987,61.3,1.0,94.5,2.0,0,21
2022-04-04 03:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,27.79,0.3876759662471341,70.0,0.863,74.7,10.2,87.7,12.0,0,3
2022-05-02 13:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,2.13,0.2,10.0,0.872,43.7,5.6,59.7,7.7,0,13
2023-06-12 14:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,42.71,0.4939355847336132,107.0,0.885,64.7,7.5,86.4,10.0,0,14
2022-02-17 10:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,17.92,0.4363168992636056,62.8,0.877,75.9,9.4,95.6,11.8,0,10
2023-01-14 23:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,18.33,0.5211374766398668,44.5,0.875,75.8,9.5,63.1,7.9,0,23
2022-03-28 12:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,26.33,0.5281298318102277,75.5,0.898,73.8,7.5,88.6,9.0,0,12
2022-04-09 09:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,13.75,0.329900722359118,42.0,0.854,44.8,6.6,69.4,10.1,0,9
2023-02-13 16:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,18.92,0.3842497082346813,84.1,0.906,54.6,5.2,107.8,10.2,0,16
2021-06-29 19:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,5.13,0.3889853077917602,22.5,0.895,53.2,5.6,98.5,10.3,0,19
2021-12-05 12:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,4.33,0.2,32.3,0.875,57.4,7.2,58.8,7.3,0,12
2022-11-23 15:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,3.21,0.3393029001171891,78.2,0.989,64.3,1.0,91.1,2.0,0,15
2021-12-22 03:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,5.67,0.4062774420241614,79.1,0.986,40.5,1.0,80.1,2.0,0,3
2021-04-21 21:00:00,AHU_Filter_Office,Office HVAC,HEPA,24.0,0.4091886825233554,136.2,0.961,70.8,2.8,103.5,4.1,0,21
2023-03-12 21:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,25.21,0.396658430551827,143.6,0.958,79.7,3.4,69.4,2.9,0,21
2021-08-26 14:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,16.12,0.4212819104555926,61.9,0.876,47.1,5.8,82.2,10.2,0,14
2022-11-09 23:00:00,AHU_Filter_Office,Office HVAC,HEPA,31.21,0.5976586344113156,132.6,0.948,83.8,4.4,82.4,4.3,0,23
2023-05-08 07:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,6.21,0.4286534647118329,26.3,0.892,45.2,4.9,57.9,6.3,0,7
2021-06-07 20:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,33.83,0.3584949024542969,90.9,0.858,83.7,11.9,92.3,13.1,0,20
2021-11-19 04:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,33.75,0.3684087381174616,68.4,0.858,62.2,8.8,113.8,16.2,0,4
2021-02-23 04:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,12.37,0.3634564945676078,43.4,0.883,52.8,6.2,61.8,7.2,0,4
2022-03-30 16:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,11.67,0.2814813683858503,26.9,0.856,67.5,9.7,63.9,9.2,0,16
2021-09-18 19:00:00,AHU_Filter_Office,Office HVAC,HEPA,18.21,0.4252757074067133,132.0,0.967,57.7,1.9,73.6,2.4,0,19
2022-01-21 14:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,12.08,0.3892452087684309,54.8,0.881,49.3,5.9,77.6,9.3,0,14
2022-03-21 01:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,24.75,0.3519410141980473,85.2,0.905,64.7,6.2,108.2,10.3,0,1
2021-11-01 20:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,31.13,0.4152086709194276,160.0,0.947,82.0,4.3,74.3,3.9,0,20
2022-09-26 21:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,26.25,0.3984289055496736,135.1,0.958,48.7,2.0,83.2,3.5,0,21
2021-09-05 14:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,54.5,0.4802457820319911,115.5,0.866,69.9,9.3,107.7,14.4,0,14
2023-04-03 16:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,10.17,0.2900493378931433,42.8,0.862,54.8,7.6,66.6,9.2,0,16
2021-01-05 20:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,5.17,0.3096707877973659,63.6,0.919,71.7,5.8,75.7,6.1,0,20
2022-12-19 16:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,3.92,0.4001698049497409,34.6,0.873,52.9,6.7,69.3,8.8,0,16
2022-08-07 14:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,7.75,0.3102655426828836,25.6,0.864,67.4,9.1,71.8,9.7,0,14
2022-02-28 03:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,20.17,0.3688021808400719,129.2,0.97,46.6,1.4,99.1,3.0,0,3
2022-10-27 11:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,1.5,0.3060209265877386,33.3,0.901,55.9,5.5,84.6,8.4,0,11
2021-02-16 08:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,16.25,0.2247776922621221,116.2,0.97,76.9,2.3,83.0,2.5,0,8
2022-05-16 09:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,5.5,0.3486148035993637,19.9,0.869,49.2,6.4,84.4,11.0,0,9
2022-04-20 02:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,31.46,0.430611031599538,63.2,0.857,51.9,7.4,106.6,15.2,0,2
2022-12-20 02:00:00,AHU_Filter_Office,Office HVAC,HEPA,5.38,0.226633692504759,78.7,0.982,57.6,1.0,73.5,2.0,0,2
2022-07-07 06:00:00,AHU_Filter_Office,Office HVAC,HEPA,6.5,0.2358786360103462,97.3,0.985,39.2,1.0,58.5,2.0,0,6
2021-09-17 04:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,20.42,0.3084200673297227,52.8,0.874,78.1,9.8,95.6,12.0,0,4
2023-01-05 19:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,10.62,0.254977940898873,53.8,0.919,42.1,3.4,69.8,5.7,0,19
2023-04-18 19:00:00,AHU_Filter_Office,Office HVAC,HEPA,28.08,0.5784538638660564,141.9,0.956,68.9,3.0,72.5,3.2,0,19
2022-04-30 10:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,31.92,0.3446880537183761,144.3,0.955,56.6,2.6,91.3,4.1,0,10
2021-06-02 03:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,32.58,0.4997566291946518,71.3,0.852,74.6,11.0,103.7,15.3,0,3
2023-02-22 02:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,25.42,0.5248335679279612,53.6,0.869,57.9,7.6,108.0,14.2,0,2
2021-02-22 07:00:00,AHU_Filter_Office,Office HVAC,HEPA,12.37,0.3590269020035941,92.1,0.971,62.9,1.8,67.9,2.0,0,7
2021-06-03 12:00:00,AHU_Filter_Office,Office HVAC,HEPA,32.71,0.5991870915151972,136.4,0.95,61.0,3.0,90.7,4.5,0,12
2022-06-20 10:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,9.0,0.2354314016416265,41.1,0.89,47.9,5.3,77.5,8.5,0,10
2022-11-20 13:00:00,AHU_Filter_Office,Office HVAC,HEPA,33.75,0.4790214583600246,156.2,0.949,52.7,2.7,77.4,3.9,0,13
2023-05-17 10:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,37.83,0.3594146162017345,87.6,0.887,86.1,9.7,96.8,10.9,0,10
2023-01-28 18:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,20.42,0.2833422865288252,64.0,0.869,51.6,6.8,103.3,13.6,0,18
2022-12-16 00:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,6.67,0.3747587312540025,56.5,0.926,43.7,3.3,71.6,5.3,0,0
2021-04-14 09:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,27.38,0.5686034389452813,124.0,0.959,49.8,2.1,69.9,2.9,0,9
2023-05-21 17:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,1.83,0.3096613573668187,91.6,0.989,43.9,1.0,79.0,2.0,0,17
2023-03-25 12:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,27.25,0.4633452374652568,77.3,0.904,59.3,5.7,91.7,8.8,0,12
2023-06-02 07:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,40.71,0.4102142890252035,95.1,0.88,61.4,7.4,77.1,9.3,0,7
2022-10-31 19:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,2.5,0.3183262592161616,16.2,0.894,61.8,6.6,81.5,8.7,0,19
2023-03-06 02:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,23.63,0.3508926791960998,129.1,0.963,64.2,2.4,106.8,4.0,0,2
2021-02-04 13:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,7.13,0.3412770225867872,16.6,0.864,70.4,9.6,63.5,8.7,0,13
2022-05-06 06:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,32.83,0.6158320059553795,141.9,0.951,56.7,2.8,112.1,5.5,0,6
2021-03-08 18:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,17.58,0.3963745863147241,66.8,0.912,65.7,5.8,62.9,5.5,0,18
2022-07-10 22:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,45.96,0.4704306283047747,112.5,0.883,81.5,9.6,88.3,10.4,0,22
2021-09-30 19:00:00,AHU_Filter_Office,Office HVAC,HEPA,20.83,0.4868197528576021,131.0,0.96,68.5,2.7,91.6,3.7,0,19
2021-05-08 10:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,32.04,0.6046569434229307,155.9,0.952,59.4,2.8,95.3,4.6,0,10
2021-04-26 18:00:00,AHU_Filter_Office,Office HVAC,HEPA,24.92,0.4781071607452891,124.5,0.958,64.7,2.7,90.5,3.8,0,18
2021-09-25 09:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,22.38,0.5427756402317403,68.0,0.869,56.5,7.4,94.1,12.4,0,9
2023-02-01 13:00:00,AHU_Filter_Office,Office HVAC,HEPA,12.96,0.4409428739307603,95.5,0.978,64.6,1.4,65.4,2.0,0,13
